Año(aaaa)-Trimestre(t);Orden del país; País;Unidad multiplicadora;Moneda (USD);Valor
2015-4;19;China;Millones;Dólar estadounidense;3,263769672
2015-4;20;Corea del Sur;Millones;Dólar estadounidense;10,90633285
2015-4;21;Chipre;Millones;Dólar estadounidense;0,728601789
2015-4;22;Costa Rica;Millones;Dólar estadounidense;11,72257434
2015-4;23;Cuba;Millones;Dólar estadounidense;0
2015-4;24;Curazao;Millones;Dólar estadounidense;50,46005773
2015-4;25;Dinamarca;Millones;Dólar estadounidense;-0,949035157
2015-4;26;Ecuador;Millones;Dólar estadounidense;7,563897611
2015-4;27;El Salvador;Millones;Dólar estadounidense;0
2015-4;28;Escocia;Millones;Dólar estadounidense;0
2015-4;29;España;Millones;Dólar estadounidense;521,0250255
2015-4;30;Estados Unidos;Millones;Dólar estadounidense;188,6422028
2015-4;31;Finlandia;Millones;Dólar estadounidense;0
2015-4;32;Francia;Millones;Dólar estadounidense;80,10593396
2015-4;33;Gibraltar;Millones;Dólar estadounidense;0
2015-4;34;Grecia;Millones;Dólar estadounidense;0
2015-4;35;Guatemala;Millones;Dólar estadounidense;0
2015-4;36;Honduras;Millones;Dólar estadounidense;0
2015-4;37;Hong Kong;Millones;Dólar estadounidense;0
2015-4;38;Hungría;Millones;Dólar estadounidense;0
2015-4;39;Islas Caimán;Millones;Dólar estadounidense;11,54860476
2015-4;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;-13,7710155
2015-4;41;India;Millones;Dólar estadounidense;-0,605735792
2015-4;42;Inglaterra;Millones;Dólar estadounidense;158,8984256
2015-4;44;Irán;Millones;Dólar estadounidense;0
2015-4;45;Irlanda?;Millones;Dólar estadounidense;1,916457919
2015-4;46;Isla de Man;Millones;Dólar estadounidense;0
2015-4;47;Israel;Millones;Dólar estadounidense;0,277438525
2015-4;48;Italia;Millones;Dólar estadounidense;8,690903665
2015-4;49;Japón;Millones;Dólar estadounidense;-8,729956543
2015-4;50;Jordania;Millones;Dólar estadounidense;0
2015-4;51;Kuwait;Millones;Dólar estadounidense;0
2015-4;52;Líbano;Millones;Dólar estadounidense;0
2015-4;53;Liberia;Millones;Dólar estadounidense;0
2015-4;54;Liechtenstein;Millones;Dólar estadounidense;0
2015-4;55;Lituania;Millones;Dólar estadounidense;0
2015-4;56;Luxemburgo;Millones;Dólar estadounidense;-129,0454618
2015-4;57;Malasia;Millones;Dólar estadounidense;7,569960745
2015-4;58;México;Millones;Dólar estadounidense;70,44870343
2015-4;59;Nicaragua;Millones;Dólar estadounidense;0
2015-4;60;Noruega;Millones;Dólar estadounidense;-1,141393878
2015-4;61;Nueva Zelanda;Millones;Dólar estadounidense;0
2015-4;62;Países Bajos;Millones;Dólar estadounidense;476,9804417
2015-4;63;Panamá;Millones;Dólar estadounidense;99,86926032
2015-4;64;Paraguay;Millones;Dólar estadounidense;0
2015-4;65;Perú;Millones;Dólar estadounidense;27,52940912
2015-4;66;Portugal;Millones;Dólar estadounidense;2,754009659
2015-4;67;Puerto Rico;Millones;Dólar estadounidense;2,61585008
2015-4;69;República Dominicana;Millones;Dólar estadounidense;-8,01665417
2015-4;70;Singapur;Millones;Dólar estadounidense;1,307728582
2015-4;71;Sri Lanka;Millones;Dólar estadounidense;0
2015-4;72;Suecia;Millones;Dólar estadounidense;-10,86825186
2015-4;73;Suiza;Millones;Dólar estadounidense;46,2872636
2015-4;74;Sudáfrica;Millones;Dólar estadounidense;0
2015-4;75;Tailandia;Millones;Dólar estadounidense;0
2015-4;76;Taiwán;Millones;Dólar estadounidense;0
2015-4;77;Ucrania;Millones;Dólar estadounidense;0
2015-4;78;Uruguay;Millones;Dólar estadounidense;-5,331771404
2015-4;79;Venezuela;Millones;Dólar estadounidense;13,32282924
2015-4;81;Otros Países;Millones;Dólar estadounidense;11,55543294
2015-4;82;Total paises;Millones;Dólar estadounidense;2106,675634
2016-1;1;Afganistán;Millones;Dólar estadounidense;0
2016-1;2;Albania;Millones;Dólar estadounidense;0
2016-1;3;Alemania;Millones;Dólar estadounidense;50,49831442
2016-1;4;Anguilla;Millones;Dólar estadounidense;-68,71167493
2016-1;5;Antillas Holandesas;Millones;Dólar estadounidense;2,162457941
2016-1;6;Argentina;Millones;Dólar estadounidense;0,410282762
2016-1;7;Aruba;Millones;Dólar estadounidense;0,143420557
2016-1;8;Australia;Millones;Dólar estadounidense;2,254225672
2016-1;9;Austria;Millones;Dólar estadounidense;2,980803006
2016-1;10;Bahamas;Millones;Dólar estadounidense;5,763387655
2016-1;11;Barbados;Millones;Dólar estadounidense;41,87013483
2016-1;12;Bélgica;Millones;Dólar estadounidense;20,66094203
2016-1;13;Belice;Millones;Dólar estadounidense;0
2016-1;14;Bermudas;Millones;Dólar estadounidense;513,9587835
2016-1;15;Bolivia;Millones;Dólar estadounidense;0,18687679
2016-1;16;Brasil;Millones;Dólar estadounidense;16,9021587
2016-1;17;Canadá;Millones;Dólar estadounidense;1985,305291
2016-1;18;Chile;Millones;Dólar estadounidense;10,89824571
2016-1;19;China;Millones;Dólar estadounidense;27,86408189
2016-1;20;Corea del Sur;Millones;Dólar estadounidense;7,294481258
2016-1;21;Chipre;Millones;Dólar estadounidense;-0,286370941
2016-1;22;Costa Rica;Millones;Dólar estadounidense;16,84669901
2016-1;23;Cuba;Millones;Dólar estadounidense;0
2016-1;24;Curazao;Millones;Dólar estadounidense;0,155109317
2016-1;25;Dinamarca;Millones;Dólar estadounidense;-0,28289435
2016-1;26;Ecuador;Millones;Dólar estadounidense;12,23155842
2016-1;27;El Salvador;Millones;Dólar estadounidense;0
2016-1;28;Escocia;Millones;Dólar estadounidense;0
2016-1;29;España;Millones;Dólar estadounidense;280,9998944
2016-1;30;Estados Unidos;Millones;Dólar estadounidense;369,565853
2016-1;31;Finlandia;Millones;Dólar estadounidense;0
2016-1;32;Francia;Millones;Dólar estadounidense;33,41307263
2016-1;33;Gibraltar;Millones;Dólar estadounidense;0
2016-1;34;Grecia;Millones;Dólar estadounidense;0
2016-1;35;Guatemala;Millones;Dólar estadounidense;0
2016-1;36;Honduras;Millones;Dólar estadounidense;0
2016-1;37;Hong Kong;Millones;Dólar estadounidense;0
2016-1;38;Hungría;Millones;Dólar estadounidense;0
2016-1;39;Islas Caimán;Millones;Dólar estadounidense;92,27202131
2016-1;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;25,49022309
2016-1;41;India;Millones;Dólar estadounidense;0,498500598
2016-1;42;Inglaterra;Millones;Dólar estadounidense;174,9954239
2016-1;44;Irán;Millones;Dólar estadounidense;0
2016-1;45;Irlanda?;Millones;Dólar estadounidense;-0,68158215
2016-1;46;Isla de Man;Millones;Dólar estadounidense;0
2016-1;47;Israel;Millones;Dólar estadounidense;7,344001936
2016-1;48;Italia;Millones;Dólar estadounidense;7,662366503
2016-1;49;Japón;Millones;Dólar estadounidense;7,80415694
2016-1;50;Jordania;Millones;Dólar estadounidense;0
2016-1;51;Kuwait;Millones;Dólar estadounidense;0
2016-1;52;Líbano;Millones;Dólar estadounidense;0
2016-1;53;Liberia;Millones;Dólar estadounidense;0
2016-1;54;Liechtenstein;Millones;Dólar estadounidense;0
2016-1;55;Lituania;Millones;Dólar estadounidense;0
2016-1;56;Luxemburgo;Millones;Dólar estadounidense;-0,259145425
2016-1;57;Malasia;Millones;Dólar estadounidense;0,134392362
2016-1;58;México;Millones;Dólar estadounidense;132,1016125
2016-1;59;Nicaragua;Millones;Dólar estadounidense;0
2016-1;60;Noruega;Millones;Dólar estadounidense;1,031458156
2016-1;61;Nueva Zelanda;Millones;Dólar estadounidense;0
2016-1;62;Países Bajos;Millones;Dólar estadounidense;427,7729773
2016-1;63;Panamá;Millones;Dólar estadounidense;221,6279052
2016-1;64;Paraguay;Millones;Dólar estadounidense;0
2016-1;65;Perú;Millones;Dólar estadounidense;34,78141645
2016-1;66;Portugal;Millones;Dólar estadounidense;1,203601854
2016-1;67;Puerto Rico;Millones;Dólar estadounidense;7,73694788
2016-1;69;República Dominicana;Millones;Dólar estadounidense;-0,235162383
2016-1;70;Singapur;Millones;Dólar estadounidense;0,482981373
2016-1;71;Sri Lanka;Millones;Dólar estadounidense;0
2016-1;72;Suecia;Millones;Dólar estadounidense;20,43571472
2016-1;73;Suiza;Millones;Dólar estadounidense;143,836796
2016-1;74;Sudáfrica;Millones;Dólar estadounidense;0
2016-1;75;Tailandia;Millones;Dólar estadounidense;0
2016-1;76;Taiwán;Millones;Dólar estadounidense;0
2016-1;77;Ucrania;Millones;Dólar estadounidense;0
2016-1;78;Uruguay;Millones;Dólar estadounidense;21,88349454
2016-1;79;Venezuela;Millones;Dólar estadounidense;13,25283871
2016-1;81;Otros Países;Millones;Dólar estadounidense;9,243280341
2016-1;82;Total paises;Millones;Dólar estadounidense;4681,360522
2016-2;1;Afganistán;Millones;Dólar estadounidense;0
2016-2;2;Albania;Millones;Dólar estadounidense;0
2016-2;3;Alemania;Millones;Dólar estadounidense;118,7612901
2016-2;4;Anguilla;Millones;Dólar estadounidense;37,27225644
2016-2;5;Antillas Holandesas;Millones;Dólar estadounidense;-7,079711579
2016-2;6;Argentina;Millones;Dólar estadounidense;3,316036866
2016-2;7;Aruba;Millones;Dólar estadounidense;0,109544255
2016-2;8;Australia;Millones;Dólar estadounidense;1,666847037
2016-2;9;Austria;Millones;Dólar estadounidense;31,56040728
2016-2;10;Bahamas;Millones;Dólar estadounidense;1,752260604
2016-2;11;Barbados;Millones;Dólar estadounidense;94,27005558
2016-2;12;Bélgica;Millones;Dólar estadounidense;-14,71645601
2016-2;13;Belice;Millones;Dólar estadounidense;0
2016-2;14;Bermudas;Millones;Dólar estadounidense;751,5397012
2016-2;15;Bolivia;Millones;Dólar estadounidense;0,23082071
2016-2;16;Brasil;Millones;Dólar estadounidense;-9,101810167
2016-2;17;Canadá;Millones;Dólar estadounidense;34,1373069
2016-2;18;Chile;Millones;Dólar estadounidense;9,001767876
2016-2;19;China;Millones;Dólar estadounidense;12,06924936
2016-2;20;Corea del Sur;Millones;Dólar estadounidense;3,339181137
2016-2;21;Chipre;Millones;Dólar estadounidense;-0,16869109
2016-2;22;Costa Rica;Millones;Dólar estadounidense;27,56044487
2016-2;23;Cuba;Millones;Dólar estadounidense;0
2016-2;24;Curazao;Millones;Dólar estadounidense;-0,756215617
2016-2;25;Dinamarca;Millones;Dólar estadounidense;0,313041958
2016-2;26;Ecuador;Millones;Dólar estadounidense;1,234128945
2016-2;27;El Salvador;Millones;Dólar estadounidense;0
2016-2;28;Escocia;Millones;Dólar estadounidense;0
2016-2;29;España;Millones;Dólar estadounidense;462,2210683
2016-2;30;Estados Unidos;Millones;Dólar estadounidense;589,1528252
2016-2;31;Finlandia;Millones;Dólar estadounidense;0
2016-2;32;Francia;Millones;Dólar estadounidense;40,24492993
2016-2;33;Gibraltar;Millones;Dólar estadounidense;0
2016-2;34;Grecia;Millones;Dólar estadounidense;0
2016-2;35;Guatemala;Millones;Dólar estadounidense;0
2016-2;36;Honduras;Millones;Dólar estadounidense;0
2016-2;37;Hong Kong;Millones;Dólar estadounidense;0
2016-2;38;Hungría;Millones;Dólar estadounidense;0
2016-2;39;Islas Caimán;Millones;Dólar estadounidense;94,02049506
2016-2;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;38,09881597
2016-2;41;India;Millones;Dólar estadounidense;0,865672464
2016-2;42;Inglaterra;Millones;Dólar estadounidense;286,7373074
2016-2;44;Irán;Millones;Dólar estadounidense;0
2016-2;45;Irlanda?;Millones;Dólar estadounidense;20,10379378
2016-2;46;Isla de Man;Millones;Dólar estadounidense;0
2016-2;47;Israel;Millones;Dólar estadounidense;1,058620794
2016-2;48;Italia;Millones;Dólar estadounidense;10,43480941
2016-2;49;Japón;Millones;Dólar estadounidense;2,773074475
2016-2;50;Jordania;Millones;Dólar estadounidense;0
2016-2;51;Kuwait;Millones;Dólar estadounidense;0
2016-2;52;Líbano;Millones;Dólar estadounidense;0
2016-2;53;Liberia;Millones;Dólar estadounidense;0
2016-2;54;Liechtenstein;Millones;Dólar estadounidense;0
2016-2;55;Lituania;Millones;Dólar estadounidense;0
2016-2;56;Luxemburgo;Millones;Dólar estadounidense;33,83694596
2016-2;57;Malasia;Millones;Dólar estadounidense;0,279900097
2016-2;58;México;Millones;Dólar estadounidense;106,1514548
2016-2;59;Nicaragua;Millones;Dólar estadounidense;0
2016-2;60;Noruega;Millones;Dólar estadounidense;1,446102384
2016-2;61;Nueva Zelanda;Millones;Dólar estadounidense;0
2016-2;62;Países Bajos;Millones;Dólar estadounidense;216,9068284
2016-2;63;Panamá;Millones;Dólar estadounidense;302,8954104
2016-2;64;Paraguay;Millones;Dólar estadounidense;0
2016-2;65;Perú;Millones;Dólar estadounidense;12,86591326
2016-2;66;Portugal;Millones;Dólar estadounidense;2,582316704
2016-2;67;Puerto Rico;Millones;Dólar estadounidense;1,63872755
2016-2;69;República Dominicana;Millones;Dólar estadounidense;2,590413519
2016-2;70;Singapur;Millones;Dólar estadounidense;7,676535863
2016-2;71;Sri Lanka;Millones;Dólar estadounidense;0
2016-2;72;Suecia;Millones;Dólar estadounidense;37,09107197
2016-2;73;Suiza;Millones;Dólar estadounidense;251,0412842
2016-2;74;Sudáfrica;Millones;Dólar estadounidense;0
2016-2;75;Tailandia;Millones;Dólar estadounidense;0
2016-2;76;Taiwán;Millones;Dólar estadounidense;0
2016-2;77;Ucrania;Millones;Dólar estadounidense;0
2016-2;78;Uruguay;Millones;Dólar estadounidense;7,90537113
2016-2;79;Venezuela;Millones;Dólar estadounidense;18,34257488
2016-2;81;Otros Países;Millones;Dólar estadounidense;13,61374827
2016-2;82;Total paises;Millones;Dólar estadounidense;3656,984633
2016-3;1;Afganistán;Millones;Dólar estadounidense;0
2016-3;2;Albania;Millones;Dólar estadounidense;0
2016-3;3;Alemania;Millones;Dólar estadounidense;14,55073595
2016-3;4;Anguilla;Millones;Dólar estadounidense;-145,0561092
2016-3;5;Antillas Holandesas;Millones;Dólar estadounidense;-5,050871849
2016-3;6;Argentina;Millones;Dólar estadounidense;0,824430002
2016-3;7;Aruba;Millones;Dólar estadounidense;8,934576848
2016-3;8;Australia;Millones;Dólar estadounidense;0,428731377
2016-3;9;Austria;Millones;Dólar estadounidense;5,248956988
2016-3;10;Bahamas;Millones;Dólar estadounidense;19,63252805
2016-3;11;Barbados;Millones;Dólar estadounidense;44,21019068
2016-3;12;Bélgica;Millones;Dólar estadounidense;-0,482813174
2016-3;13;Belice;Millones;Dólar estadounidense;0
2016-3;14;Bermudas;Millones;Dólar estadounidense;196,8243114
2016-3;15;Bolivia;Millones;Dólar estadounidense;0,02
2016-3;16;Brasil;Millones;Dólar estadounidense;31,27831344
2016-3;17;Canadá;Millones;Dólar estadounidense;128,6826801
2016-3;18;Chile;Millones;Dólar estadounidense;52,8239046
2016-3;19;China;Millones;Dólar estadounidense;5,751924063
2016-3;20;Corea del Sur;Millones;Dólar estadounidense;1,347192634
2016-3;21;Chipre;Millones;Dólar estadounidense;1,549593496
2016-3;22;Costa Rica;Millones;Dólar estadounidense;7,436682184
2016-3;23;Cuba;Millones;Dólar estadounidense;0
2016-3;24;Curazao;Millones;Dólar estadounidense;0,587533541
2016-3;25;Dinamarca;Millones;Dólar estadounidense;0,280798416
2016-3;26;Ecuador;Millones;Dólar estadounidense;4,877470272
2016-3;27;El Salvador;Millones;Dólar estadounidense;0
2016-3;28;Escocia;Millones;Dólar estadounidense;0
2016-3;29;España;Millones;Dólar estadounidense;336,6717454
2016-3;30;Estados Unidos;Millones;Dólar estadounidense;609,5487543
2016-3;31;Finlandia;Millones;Dólar estadounidense;0
2016-3;32;Francia;Millones;Dólar estadounidense;17,01443021
2016-3;33;Gibraltar;Millones;Dólar estadounidense;0
2016-3;34;Grecia;Millones;Dólar estadounidense;0
2016-3;35;Guatemala;Millones;Dólar estadounidense;0
2016-3;36;Honduras;Millones;Dólar estadounidense;0
2016-3;37;Hong Kong;Millones;Dólar estadounidense;0
2016-3;38;Hungría;Millones;Dólar estadounidense;0
2016-3;39;Islas Caimán;Millones;Dólar estadounidense;74,82892287
2016-3;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;26,85198134
2016-3;41;India;Millones;Dólar estadounidense;0,914750577
2016-3;42;Inglaterra;Millones;Dólar estadounidense;154,1056338
2016-3;44;Irán;Millones;Dólar estadounidense;0
2016-3;45;Irlanda?;Millones;Dólar estadounidense;6,816932219
2016-3;46;Isla de Man;Millones;Dólar estadounidense;0
2016-3;47;Israel;Millones;Dólar estadounidense;3,112646224
2016-3;48;Italia;Millones;Dólar estadounidense;0,201839682
2016-3;49;Japón;Millones;Dólar estadounidense;3,200936601
2016-3;50;Jordania;Millones;Dólar estadounidense;0
2016-3;51;Kuwait;Millones;Dólar estadounidense;0
2016-3;52;Líbano;Millones;Dólar estadounidense;0
2016-3;53;Liberia;Millones;Dólar estadounidense;0
2016-3;54;Liechtenstein;Millones;Dólar estadounidense;0
2016-3;55;Lituania;Millones;Dólar estadounidense;0
2016-3;56;Luxemburgo;Millones;Dólar estadounidense;-66,15968376
2016-3;57;Malasia;Millones;Dólar estadounidense;0,057158886
2016-3;58;México;Millones;Dólar estadounidense;188,8195065
2016-3;59;Nicaragua;Millones;Dólar estadounidense;0
2016-3;60;Noruega;Millones;Dólar estadounidense;1,036750565
2016-3;61;Nueva Zelanda;Millones;Dólar estadounidense;0
2016-3;62;Países Bajos;Millones;Dólar estadounidense;24,65896268
2016-3;63;Panamá;Millones;Dólar estadounidense;233,7002231
2016-3;64;Paraguay;Millones;Dólar estadounidense;0
2016-3;65;Perú;Millones;Dólar estadounidense;24,87163066
2016-3;66;Portugal;Millones;Dólar estadounidense;5,475842117
2016-3;67;Puerto Rico;Millones;Dólar estadounidense;-0,12827928
2016-3;69;República Dominicana;Millones;Dólar estadounidense;9,777688585
2016-3;70;Singapur;Millones;Dólar estadounidense;1,715539517
2016-3;71;Sri Lanka;Millones;Dólar estadounidense;0
2016-3;72;Suecia;Millones;Dólar estadounidense;30,57660056
2016-3;73;Suiza;Millones;Dólar estadounidense;171,2053475
2016-3;74;Sudáfrica;Millones;Dólar estadounidense;0
2016-3;75;Tailandia;Millones;Dólar estadounidense;0
2016-3;76;Taiwán;Millones;Dólar estadounidense;0
2016-3;77;Ucrania;Millones;Dólar estadounidense;0
2016-3;78;Uruguay;Millones;Dólar estadounidense;5,430223668
2016-3;79;Venezuela;Millones;Dólar estadounidense;7,235001468
2016-3;81;Otros Países;Millones;Dólar estadounidense;11,15695246
2016-3;82;Total paises;Millones;Dólar estadounidense;2243,874019
2016-4;1;Afganistán;Millones;Dólar estadounidense;0
2016-4;2;Albania;Millones;Dólar estadounidense;0
2016-4;3;Alemania;Millones;Dólar estadounidense;23,24389766
2016-4;4;Anguilla;Millones;Dólar estadounidense;-60,70609273
2016-4;5;Antillas Holandesas;Millones;Dólar estadounidense;7,48680119
2016-4;6;Argentina;Millones;Dólar estadounidense;3,242374197
2016-4;7;Aruba;Millones;Dólar estadounidense;0,172215242
2016-4;8;Australia;Millones;Dólar estadounidense;2,468877916
2016-4;9;Austria;Millones;Dólar estadounidense;-6,723400656
